path	status	bytes	file_kind	category	action	owner	target	role	problem
tests/test_contract_integration.py	TRACKED	1967	regular	ENGINE	KEEP	Product engine repository	tests/test_contract_integration.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_delivery_integration.py	TRACKED	18163	regular	ENGINE	KEEP	Product engine repository	tests/test_delivery_integration.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_design_execution_handoff_regression.py	TRACKED	24798	regular	ENGINE	KEEP	Product engine repository	tests/test_design_execution_handoff_regression.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_design_review_and_prompt_policy.py	TRACKED	12605	regular	ENGINE	KEEP	Product engine repository	tests/test_design_review_and_prompt_policy.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_disposable_openai_codex_e2e.py	TRACKED	3316	regular	ENGINE	KEEP	Product engine repository	tests/test_disposable_openai_codex_e2e.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_execution_integration_stage_planning.py	TRACKED	8321	regular	ENGINE	KEEP	Product engine repository	tests/test_execution_integration_stage_planning.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_executor_contract.py	TRACKED	11596	regular	ENGINE	KEEP	Product engine repository	tests/test_executor_contract.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_executor_model_routing.py	TRACKED	2464	regular	ENGINE	KEEP	Product engine repository	tests/test_executor_model_routing.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_forward_stage_planning.py	TRACKED	10237	regular	ENGINE	KEEP	Product engine repository	tests/test_forward_stage_planning.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_human_artifacts.py	TRACKED	11626	regular	ENGINE	KEEP	Product engine repository	tests/test_human_artifacts.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_mcp_launcher_transport.py	TRACKED	5666	regular	ENGINE	KEEP	Product engine repository	tests/test_mcp_launcher_transport.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_openai_codex_executor.py	TRACKED	30325	regular	ENGINE	KEEP	Product engine repository	tests/test_openai_codex_executor.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_product_bootstrap_cli.py	UNTRACKED	3606	regular	ENGINE	KEEP	Product engine repository	tests/test_product_bootstrap_cli.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_product_workflow_runtime.py	UNTRACKED	24822	regular	ENGINE	KEEP	Product engine repository	tests/test_product_workflow_runtime.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_project_intake.py	TRACKED	8887	regular	ENGINE	KEEP	Product engine repository	tests/test_project_intake.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_research_routing.py	TRACKED	1332	regular	ENGINE	KEEP	Product engine repository	tests/test_research_routing.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_research_turn_integration.py	TRACKED	4949	regular	ENGINE	KEEP	Product engine repository	tests/test_research_turn_integration.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_research_workflow_cli.py	TRACKED	4911	regular	ENGINE	KEEP	Product engine repository	tests/test_research_workflow_cli.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_runtime_composition.py	TRACKED	6390	regular	ENGINE	KEEP	Product engine repository	tests/test_runtime_composition.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_same_iteration_engineering_retry.py	TRACKED	31452	regular	ENGINE	KEEP	Product engine repository	tests/test_same_iteration_engineering_retry.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_scenarios.py	TRACKED	20687	regular	ENGINE	KEEP	Product engine repository	tests/test_scenarios.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_stage9_real_smoke_harness.py	TRACKED	1527	regular	ENGINE	KEEP	Product engine repository	tests/test_stage9_real_smoke_harness.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_stage_cli.py	TRACKED	23218	regular	ENGINE	KEEP	Product engine repository	tests/test_stage_cli.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_stage_controller.py	TRACKED	14698	regular	ENGINE	KEEP	Product engine repository	tests/test_stage_controller.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_stage_retry_semantics.py	TRACKED	12369	regular	ENGINE	KEEP	Product engine repository	tests/test_stage_retry_semantics.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_state_continuation.py	TRACKED	13736	regular	ENGINE	KEEP	Product engine repository	tests/test_state_continuation.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_step12_context_hygiene.py	TRACKED	12145	regular	ENGINE	KEEP	Product engine repository	tests/test_step12_context_hygiene.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_step13_discovery.py	TRACKED	52604	regular	ENGINE	KEEP	Product engine repository	tests/test_step13_discovery.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_step14_blueprint.py	TRACKED	14015	regular	ENGINE	KEEP	Product engine repository	tests/test_step14_blueprint.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_step15_planning.py	TRACKED	10289	regular	ENGINE	KEEP	Product engine repository	tests/test_step15_planning.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_step8_context_git.py	TRACKED	18219	regular	ENGINE	KEEP	Product engine repository	tests/test_step8_context_git.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_step9_harness.py	TRACKED	2075	regular	ENGINE	KEEP	Product engine repository	tests/test_step9_harness.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_step9_integration.py	TRACKED	34906	regular	ENGINE	KEEP	Product engine repository	tests/test_step9_integration.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
tests/test_unified_entry.py	TRACKED	8578	regular	ENGINE	KEEP	Product engine repository	tests/test_unified_entry.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_context_lifecycle.py	TRACKED	11283	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_context_lifecycle.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_core_adapter.py	TRACKED	6386	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_core_adapter.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_orchestrator.py	TRACKED	16352	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_orchestrator.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_orchestrator_runtime.py	TRACKED	12640	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_orchestrator_runtime.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_policy.py	TRACKED	5634	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_policy.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_runtime_mcp.py	TRACKED	15677	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_runtime_mcp.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_self_test.py	TRACKED	3288	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_self_test.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_v2_contracts.py	TRACKED	18019	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_v2_contracts.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_v2_controller.py	TRACKED	29763	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_v2_controller.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_v2_invariants.py	TRACKED	14242	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_v2_invariants.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_v2_migration.py	TRACKED	1732	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_v2_migration.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_workflow_v2_runtime.py	TRACKED	4569	regular	ENGINE	KEEP	Product engine repository	tests/test_workflow_v2_runtime.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
